"entry_id";"country";"description";"designation";"points";"price";"province";"region";"taster_name";"title";"variety";"winery"
"63439";"Armenia";"Deep salmon in color, this wine offers a bouquet of cantaloupe and nectarine. It is bright on entry, with full mouthfeel and flavors of pineapple, grapefruit and white peach that culminate in a bright citrus finish.";"Estate Bottled";"88";"15";"Armenia";NA;"Mike DeSimone";"Van Ardi 2015 Estate Bottled Rosé (Armenia)";"Rosé";"Van Ardi"
"8136";"Armenia";"Medium straw in the glass, this wine has a nose of pineapple and white melon. Soft on the palate, it offers flavors of grapefruit, papaya and rose. Lingering brightness on the finish is bolstered by a hint of pear.";"Estate Bottled";"87";"14";"Armenia";NA;"Mike DeSimоne";"Van Ardi 2015 Estate Bottled Kangoun (Armenia)";"Kangoun";"Van Ardi"
